spectra (nm),reflection
739.19,0.479070888
739.52,0.478674322
739.85,0.479470377
740.18,0.481085002
740.51,0.482740061
740.85,0.48452511
741.18,0.485293119
741.51,0.484685368
741.84,0.485875719
742.17,0.486906985
742.5,0.489706287
742.83,0.489005869
743.16,0.489895384
743.49,0.493850046
743.82,0.492030246
744.16,0.49367395
744.49,0.494076064
744.82,0.498156166
745.15,0.496550639
745.48,0.49959645
745.81,0.498859695
746.14,0.50107132
746.47,0.50118868
746.8,0.499674864
747.13,0.502101092
747.46,0.502302124
747.79,0.501775001
748.12,0.504754563
748.45,0.504823495
748.78,0.50653626
749.11,0.507527953
749.44,0.508191412
749.77,0.510008898
750.1,0.511619151
750.43,0.509577627
750.76,0.510449603
751.09,0.510102455
751.42,0.511679161
751.75,0.513209838
752.08,0.512923245
752.41,0.513336924
752.74,0.512713967
753.07,0.514197071
753.4,0.514644285
753.73,0.516144019
754.06,0.517181485
754.39,0.518754436
754.72,0.519241264
755.05,0.519220878
755.38,0.519246793
755.71,0.521457107
756.03,0.519956354
756.36,0.520727536
756.69,0.519591478
757.02,0.522863057
757.35,0.520823607
757.68,0.523020529
758.01,0.522978626
758.34,0.525038243
758.67,0.526770076
758.99,0.525490175
759.32,0.52651985
759.65,0.525517385
759.98,0.522949285
760.31,0.524671967
760.64,0.524729407
760.97,0.526519178
761.29,0.527527332
761.62,0.525066271
761.95,0.525283964
762.28,0.523417818
762.61,0.525106069
762.94,0.525717673
763.26,0.521464562
763.59,0.526039496
763.92,0.524463426
764.25,0.528067723
764.58,0.527836414
764.9,0.526682906
765.23,0.526292023
765.56,0.528207774
765.89,0.532285836
766.22,0.533407016
766.54,0.531548182
766.87,0.532025343
767.2,0.533345734
767.53,0.534444214
767.85,0.534344675
768.18,0.536537406
768.51,0.537787768
768.84,0.533195546
769.16,0.535926347
769.49,0.537981665
769.82,0.536424022
770.15,0.539965427
770.47,0.541907365
770.8,0.541194116
771.13,0.539541407
771.45,0.542379261
771.78,0.541624229
772.11,0.540416233
